Date,ProductID,Sales,Price,CompetitionPrice,Holiday,StartingWeek,Weekend
2020-01-06,12,29,109.67,106.52,0,1,0
2020-01-06,8,12,51.72,46.56,0,1,0
2020-01-06,9,38,106.64,98.56,0,1,0
2020-01-06,13,15,42.52,48.61,0,1,0
2020-01-06,27,44,190.28,184.1,0,1,0
2020-01-06,11,50,148.1,130.73,0,1,0
2020-01-06,20,8,8.92,8.94,0,1,0
2020-01-06,23,15,20.82,23.49,0,1,0
2020-01-06,5,22,37.87,43.36,0,1,0
2020-01-06,19,5,14.25,14.77,0,1,0
2020-01-06,29,13,20.88,20.01,0,1,0
2020-01-06,4,11,48.22,51.08,0,1,0
2020-01-06,16,28,69.18,80.38,0,1,0
2020-01-06,26,17,44.48,36.5,0,1,0
2020-01-06,7,25,84.12,85.81,0,1,0
2020-01-06,17,38,93.66,90.72,0,1,0
2020-01-06,3,30,98.33,117.75,0,1,0
2020-01-06,25,13,53.93,55.53,0,1,0
2020-01-06,22,16,44.37,38.32,0,1,0
2020-01-06,28,17,54.39,64.03,0,1,0
2020-01-06,21,15,33.22,29.78,0,1,0
2020-01-06,30,17,43.88,48.22,0,1,0
2020-01-06,18,10,52.64,55.58,0,1,0
2020-01-06,6,98,385.7,337.04,0,1,0
2020-01-06,1,37,125.27,125.3,0,1,0
2020-01-07,26,16,52.44,45.71,0,1,0
2020-01-07,15,15,32.01,34.3,0,1,0
2020-01-07,6,70,339.77,368.69,0,1,0
2020-01-07,23,15,18.87,16.92,0,1,0
2020-01-07,13,11,31.62,34.24,0,1,0
2020-01-07,9,23,113.79,103.08,0,1,0
2020-01-07,8,10,57.16,64.1,0,1,0
2020-01-07,11,56,114.43,112.27,0,1,0
2020-01-07,7,22,90.81,93.99,0,1,0
2020-01-07,14,10,26.06,21.45,0,1,0
2020-01-07,1,35,155.09,163.41,0,1,0
2020-01-07,4,11,45.32,47.76,0,1,0
2020-01-07,5,16,31.21,30.24,0,1,0
2020-01-07,3,29,65.17,58.78,0,1,0
2020-01-07,10,21,45.91,48.7,0,1,0
2020-01-07,20,12,18.64,19.28,0,1,0
2020-01-07,19,15,23.72,20.08,0,1,0
2020-01-07,16,23,48.18,40.39,0,1,0
2020-01-07,2,30,282.91,265.68,0,1,0
2020-01-07,25,13,30.85,35.19,0,1,0
2020-01-07,12,35,111.47,127.04,0,1,0
2020-01-07,22,14,46.25,49.78,0,1,0
2020-01-07,27,69,220.85,243.26,0,1,0
2020-01-07,17,31,71.59,59.84,0,1,0
2020-01-07,21,9,29.95,32.02,0,1,0
2020-01-07,29,14,16.92,17.4,0,1,0
2020-01-07,28,26,92.4,89.98,0,1,0
2020-01-07,30,17,40.41,33.82,0,1,0
2020-01-07,18,13,57.88,62.66,0,1,0
2020-01-07,24,18,63.49,68.87,0,1,0
2020-01-08,6,100,334.93,313.15,0,0,0
2020-01-08,9,22,98.88,97.87,0,0,0
2020-01-08,11,51,92.13,101.93,0,0,0
2020-01-08,7,30,95.1,85.37,0,0,0
2020-01-08,1,29,158.05,185.81,0,0,0
2020-01-08,24,17,57.82,67.57,0,0,0
2020-01-08,4,17,38.53,44.25,0,0,0
2020-01-08,17,32,66.16,71.04,0,0,0
2020-01-08,28,30,87.0,95.2,0,0,0
2020-01-08,21,8,21.59,22.77,0,0,0
2020-01-08,27,64,182.14,206.51,0,0,0
2020-01-08,5,25,39.03,36.3,0,0,0
2020-01-08,20,6,14.54,16.95,0,0,0
2020-01-08,25,13,30.63,30.42,0,0,0
2020-01-08,14,8,23.9,23.88,0,0,0
2020-01-08,16,20,69.12,79.36,0,0,0
2020-01-08,3,28,99.49,106.9,0,0,0
2020-01-08,10,17,72.51,68.67,0,0,0
2020-01-08,15,11,44.28,43.74,0,0,0
2020-01-08,12,27,82.92,84.19,0,0,0
2020-01-08,13,15,51.57,47.95,0,0,0
2020-01-08,22,20,36.57,35.73,0,0,0
2020-01-08,18,18,43.27,50.05,0,0,0
2020-01-08,30,14,41.03,48.86,0,0,0
2020-01-08,2,60,232.98,211.84,0,0,0
2020-01-08,29,14,23.03,24.06,0,0,0
2020-01-08,26,12,65.31,62.02,0,0,0
2020-01-08,19,15,20.68,20.48,0,0,0
2020-01-08,8,12,67.29,67.75,0,0,0
2020-01-08,23,9,17.31,14.66,0,0,0
2020-01-09,21,6,23.11,19.89,0,0,0
2020-01-09,13,13,45.39,37.25,0,0,0
2020-01-09,9,37,63.67,75.8,0,0,0
2020-01-09,11,39,153.39,122.8,0,0,0
2020-01-09,5,14,28.08,32.02,0,0,0
2020-01-09,15,18,56.29,57.74,0,0,0
2020-01-09,22,12,33.96,34.69,0,0,0
2020-01-09,6,61,217.11,238.53,0,0,0
2020-01-09,7,19,60.51,70.67,0,0,0
2020-01-09,8,12,41.72,41.52,0,0,0
2020-01-09,25,19,31.5,30.63,0,0,0
2020-01-09,1,33,132.03,139.14,0,0,0
2020-01-09,27,48,198.55,176.67,0,0,0
2020-01-09,2,38,187.48,183.47,0,0,0
2020-01-09,30,19,32.07,35.89,0,0,0
2020-01-09,19,5,17.16,17.9,0,0,0
2020-01-09,16,23,69.48,80.46,0,0,0
2020-01-09,12,33,98.82,114.16,0,0,0
2020-01-09,23,9,15.94,13.62,0,0,0
2020-01-09,14,9,34.37,37.15,0,0,0
2020-01-09,10,28,67.91,64.44,0,0,0
2020-01-09,18,17,36.35,43.31,0,0,0
2020-01-09,26,16,67.71,68.15,0,0,0
2020-01-09,3,15,69.68,63.67,0,0,0
2020-01-09,28,26,86.73,74.64,0,0,0
2020-01-09,17,25,84.17,95.2,0,0,0
2020-01-09,4,19,46.63,53.44,0,0,0
2020-01-09,20,15,15.68,12.79,0,0,0
2020-01-09,24,27,47.61,45.94,0,0,0
2020-01-09,29,8,25.33,24.99,0,0,0
2020-01-10,26,15,48.85,40.95,0,0,0
2020-01-10,3,29,76.83,77.51,0,0,0
2020-01-10,2,47,235.03,209.03,0,0,0
2020-01-10,5,24,38.46,37.04,0,0,0
2020-01-10,30,17,33.05,37.66,0,0,0
2020-01-10,19,12,10.96,10.9,0,0,0
2020-01-10,6,83,236.63,262.88,0,0,0
2020-01-10,10,25,37.76,38.05,0,0,0
2020-01-10,16,30,71.82,79.35,0,0,0
2020-01-10,24,18,56.37,51.55,0,0,0
2020-01-10,21,6,29.87,24.52,0,0,0
2020-01-10,11,43,86.54,90.55,0,0,0
2020-01-10,27,49,173.46,186.83,0,0,0
2020-01-10,18,19,42.81,39.45,0,0,0
2020-01-10,13,16,34.02,30.2,0,0,0
2020-01-10,23,9,21.02,22.32,0,0,0
2020-01-10,29,12,23.81,21.54,0,0,0
2020-01-10,15,17,49.45,50.42,0,0,0
2020-01-10,1,40,128.58,129.42,0,0,0
2020-01-10,7,26,75.7,83.6,0,0,0
2020-01-10,14,11,28.09,30.29,0,0,0
2020-01-10,9,38,109.79,90.8,0,0,0
2020-01-10,17,20,84.74,73.42,0,0,0
2020-01-10,8,13,66.71,68.1,0,0,0
2020-01-10,20,9,14.49,14.34,0,0,0
2020-01-10,4,16,58.58,64.77,0,0,0
2020-01-10,12,34,103.92,89.94,0,0,0
2020-01-10,25,10,39.38,38.63,0,0,0
2020-01-10,28,25,56.49,51.59,0,0,0
2020-01-10,22,10,45.25,45.63,0,0,0
2020-01-11,17,49.5,91.97,101.97,0,0,1
2020-01-11,8,21.0,74.23,74.77,0,0,1
2020-01-11,15,27.0,30.15,33.09,0,0,1
2020-01-11,30,25.5,49.08,46.36,0,0,1
2020-01-11,3,30.0,89.33,106.05,0,0,1
2020-01-11,2,67.5,243.23,243.56,0,0,1
2020-01-11,25,22.5,51.83,61.6,0,0,1
2020-01-11,11,75.0,156.92,129.22,0,0,1
2020-01-11,27,76.5,204.85,209.95,0,0,1
2020-01-11,4,19.5,51.83,56.07,0,0,1
2020-01-11,29,22.5,23.95,24.41,0,0,1
2020-01-11,28,45.0,74.79,85.57,0,0,1
2020-01-11,7,22.5,89.12,97.55,0,0,1
2020-01-11,20,19.5,5.08,4.5,0,0,1
2020-01-11,13,19.5,31.76,30.08,0,0,1
2020-01-11,5,16.5,27.38,26.75,0,0,1
2020-01-11,23,15.0,22.44,22.0,0,0,1
2020-01-11,1,51.0,111.07,131.18,0,0,1
2020-01-11,26,22.5,59.81,52.38,0,0,1
2020-01-11,18,19.5,30.68,28.02,0,0,1
2020-01-11,19,19.5,12.24,10.6,0,0,1
2020-01-11,10,40.5,65.69,66.08,0,0,1
2020-01-11,16,42.0,66.02,53.79,0,0,1
2020-01-11,12,49.5,64.34,56.98,0,0,1
2020-01-11,22,16.5,37.12,31.53,0,0,1
2020-01-11,9,31.5,63.2,57.57,0,0,1
2020-01-11,24,27.0,52.41,57.48,0,0,1
2020-01-11,21,13.5,30.15,29.87,0,0,1
2020-01-11,6,148.5,393.62,471.34,0,0,1
2020-01-11,14,18.0,23.78,22.54,0,0,1
2020-01-12,24,22.5,74.45,64.28,0,0,1
2020-01-12,26,15.0,51.58,50.74,0,0,1
2020-01-12,27,88.5,232.91,199.18,0,0,1
2020-01-12,18,22.5,39.16,35.56,0,0,1
2020-01-12,13,18.0,55.53,63.22,0,0,1
2020-01-12,14,10.5,21.72,20.69,0,0,1
2020-01-12,23,18.0,18.27,21.23,0,0,1
2020-01-12,2,60.0,271.08,245.27,0,0,1
2020-01-12,30,22.5,50.77,55.13,0,0,1
2020-01-12,6,102.0,238.82,197.16,0,0,1
2020-01-12,5,27.0,20.91,23.78,0,0,1
2020-01-12,8,25.5,43.14,47.95,0,0,1
2020-01-12,25,19.5,53.63,50.08,0,0,1
2020-01-12,3,31.5,98.68,93.09,0,0,1
2020-01-12,16,34.5,45.84,47.77,0,0,1
2020-01-12,17,30.0,68.22,55.37,0,0,1
2020-01-12,15,30.0,42.7,46.43,0,0,1
2020-01-12,20,21.0,6.12,5.02,0,0,1
2020-01-12,7,37.5,64.53,62.63,0,0,1
2020-01-12,21,7.5,28.33,23.47,0,0,1
2020-01-12,1,45.0,151.33,172.37,0,0,1
2020-01-12,22,21.0,48.95,40.33,0,0,1
2020-01-12,11,64.5,110.29,110.44,0,0,1
2020-01-12,28,33.0,88.0,76.83,0,0,1
2020-01-12,9,46.5,99.75,88.73,0,0,1
2020-01-12,10,42.0,45.72,40.83,0,0,1
2020-01-12,12,60.0,114.79,123.09,0,0,1
2020-01-12,29,7.5,16.84,13.87,0,0,1
2020-01-12,4,15.0,41.35,49.22,0,0,1
2020-01-12,19,10.5,20.35,21.85,0,0,1
2020-01-13,3,24,61.97,62.48,0,0,0
2020-01-13,10,25,40.81,33.55,0,0,0
2020-01-13,19,5,11.75,13.57,0,0,0
2020-01-13,17,27,54.17,61.73,0,0,0
2020-01-13,13,19,42.49,41.11,0,0,0
2020-01-13,25,16,39.44,43.61,0,0,0
2020-01-13,22,12,56.03,45.54,0,0,0
2020-01-13,1,28,188.4,160.81,0,0,0
2020-01-13,20,5,18.49,14.79,0,0,0
2020-01-13,30,11,34.15,29.09,0,0,0
2020-01-13,24,30,53.44,50.03,0,0,0
2020-01-13,26,17,74.05,86.06,0,0,0
2020-01-13,28,21,60.47,49.16,0,0,0
2020-01-13,4,18,46.19,39.3,0,0,0
2020-01-13,15,14,48.71,39.83,0,0,0
2020-01-13,27,52,284.43,302.54,0,0,0
2020-01-13,9,35,117.59,114.37,0,0,0
2020-01-13,5,21,39.3,43.66,0,0,0
2020-01-13,12,24,65.78,71.07,0,0,0
2020-01-13,11,55,119.98,103.68,0,0,0
2020-01-13,29,11,20.63,17.35,0,0,0
2020-01-13,8,18,53.59,54.09,0,0,0
2020-01-13,18,20,58.79,61.22,0,0,0
2020-01-13,14,10,38.56,39.63,0,0,0
2020-01-13,7,20,72.75,83.84,0,0,0
2020-01-13,23,13,23.62,28.18,0,0,0
2020-01-13,6,64,211.3,232.56,0,0,0
2020-01-13,2,52,298.9,269.94,0,0,0
2020-01-13,16,24,57.31,57.54,0,0,0
2020-01-13,21,14,36.33,35.38,0,0,0
2020-01-14,10,17,50.35,57.39,0,0,0
2020-01-14,14,10,33.59,31.43,0,0,0
2020-01-14,22,18,49.64,44.78,0,0,0
2020-01-14,15,20,45.12,38.02,0,0,0
2020-01-14,19,11,13.57,15.36,0,0,0
2020-01-14,6,88,259.59,257.97,0,0,0
2020-01-14,7,23,98.38,88.53,0,0,0
2020-01-14,30,18,37.1,43.66,0,0,0
2020-01-14,20,14,10.01,8.6,0,0,0
2020-01-14,5,11,29.69,33.19,0,0,0
2020-01-14,12,37,81.99,91.3,0,0,0
2020-01-14,28,18,78.4,78.7,0,0,0
2020-01-14,9,26,70.61,62.16,0,0,0
2020-01-14,23,6,19.07,18.72,0,0,0
2020-01-14,18,11,39.96,46.56,0,0,0
2020-01-14,25,15,55.68,66.35,0,0,0
2020-01-14,17,25,95.94,98.23,0,0,0
2020-01-14,27,70,260.14,219.1,0,0,0
2020-01-14,21,14,26.48,30.09,0,0,0
2020-01-14,26,20,79.11,65.31,0,0,0
2020-01-14,8,14,65.3,55.7,0,0,0
2020-01-14,29,8,23.02,19.64,0,0,0
2020-01-14,2,38,233.19,199.75,0,0,0
2020-01-14,24,20,61.33,56.19,0,0,0
2020-01-14,1,21,147.94,172.3,0,0,0
2020-01-14,3,15,60.38,50.98,0,0,0
2020-01-14,4,11,56.72,46.19,0,0,0
2020-01-14,11,30,145.29,142.64,0,0,0
2020-01-14,13,16,36.19,36.5,0,0,0
2020-01-14,16,29,66.65,70.22,0,0,0
2020-01-15,11,37,118.46,140.95,0,0,0
2020-01-15,14,10,22.51,21.34,0,0,0
2020-01-15,13,17,53.4,57.36,0,0,0
2020-01-15,18,13,57.88,62.19,0,0,0
2020-01-15,15,16,50.29,57.41,0,0,0
2020-01-15,4,11,36.77,42.95,0,0,0
2020-01-15,1,32,170.44,169.91,0,0,0
2020-01-15,8,11,70.03,65.57,0,0,0
2020-01-15,7,27,91.74,82.18,0,0,0
2020-01-15,3,27,72.19,63.25,0,0,0
2020-01-15,9,33,93.0,109.73,0,0,0
2020-01-15,23,9,25.79,28.79,0,0,0
2020-01-15,6,73,382.35,314.75,0,0,0
2020-01-15,25,18,56.93,63.06,0,0,0
2020-01-15,30,13,51.42,44.44,0,0,0
2020-01-15,27,40,176.94,209.44,0,0,0
2020-01-15,29,8,17.98,18.58,0,0,0
2020-01-15,20,13,14.07,16.04,0,0,0
2020-01-15,10,17,62.08,67.21,0,0,0
2020-01-15,5,12,22.87,21.9,0,0,0
2020-01-15,28,25,68.33,57.29,0,0,0
2020-01-15,2,42,267.77,262.43,0,0,0
2020-01-15,19,6,17.65,16.98,0,0,0
2020-01-15,26,16,61.03,59.52,0,0,0
2020-01-15,24,29,62.43,73.06,0,0,0
2020-01-15,12,38,74.87,81.61,0,0,0
2020-01-15,21,10,31.14,29.37,0,0,0
2020-01-15,17,39,72.21,75.89,0,0,0
2020-01-15,16,19,62.35,51.5,0,0,0
2020-01-15,22,14,55.71,66.74,0,0,0
2020-01-16,30,20,31.15,26.89,0,0,0
2020-01-16,23,12,28.19,30.82,0,0,0
2020-01-16,5,21,33.78,34.65,0,0,0
2020-01-16,28,26,94.17,110.12,0,0,0
2020-01-16,10,18,44.14,41.87,0,0,0
2020-01-16,21,9,37.14,33.94,0,0,0
2020-01-16,22,11,43.56,41.85,0,0,0
2020-01-16,14,8,37.52,37.66,0,0,0
2020-01-16,29,9,29.34,34.6,0,0,0
2020-01-16,26,17,45.08,41.19,0,0,0
2020-01-16,3,18,73.69,82.04,0,0,0
2020-01-16,25,15,57.07,60.94,0,0,0
2020-01-16,17,20,58.98,65.71,0,0,0
2020-01-16,16,25,47.78,42.85,0,0,0
2020-01-16,12,35,119.04,107.66,0,0,0
2020-01-16,1,24,119.28,141.57,0,0,0
2020-01-16,18,15,51.01,46.43,0,0,0
2020-01-16,24,24,53.47,60.51,0,0,0
2020-01-16,2,50,181.46,151.17,0,0,0
2020-01-16,8,20,73.86,81.73,0,0,0
2020-01-16,4,11,54.02,61.6,0,0,0
2020-01-16,13,17,54.09,49.65,0,0,0
2020-01-16,19,9,15.37,12.82,0,0,0
2020-01-16,20,11,17.15,18.45,0,0,0
2020-01-16,9,31,74.42,76.41,0,0,0
2020-01-16,6,71,223.47,206.23,0,0,0
2020-01-16,7,16,85.91,89.2,0,0,0
2020-01-16,11,48,134.87,136.53,0,0,0
2020-01-16,27,73,161.15,177.61,0,0,0
2020-01-16,15,20,35.69,35.23,0,0,0
2020-01-17,7,27,89.13,84.69,0,0,0
2020-01-17,12,28,83.96,95.51,0,0,0
2020-01-17,5,22,26.41,23.16,0,0,0
2020-01-17,10,16,43.42,46.04,0,0,0
2020-01-17,25,15,50.28,40.74,0,0,0
2020-01-17,18,16,52.71,44.04,0,0,0
2020-01-17,1,35,134.43,157.46,0,0,0
2020-01-17,20,8,17.55,15.71,0,0,0
2020-01-17,22,15,52.08,57.73,0,0,0
2020-01-17,17,30,82.83,86.42,0,0,0
2020-01-17,13,17,43.29,39.47,0,0,0
2020-01-17,3,28,63.48,74.96,0,0,0
2020-01-17,14,10,30.28,35.8,0,0,0
2020-01-17,30,12,44.91,43.96,0,0,0
2020-01-17,15,18,46.96,52.47,0,0,0
2020-01-17,9,36,95.01,97.33,0,0,0
2020-01-17,23,6,27.23,22.97,0,0,0
2020-01-17,28,22,61.93,61.09,0,0,0
2020-01-17,16,20,71.47,61.41,0,0,0
2020-01-17,4,20,56.34,48.54,0,0,0
2020-01-17,27,51,164.61,143.92,0,0,0
2020-01-17,19,12,14.68,15.54,0,0,0
2020-01-17,11,60,157.62,187.48,0,0,0
2020-01-17,24,20,52.18,58.32,0,0,0
2020-01-17,29,13,17.38,18.4,0,0,0
2020-01-17,6,95,349.81,318.18,0,0,0
2020-01-17,2,34,231.73,261.55,0,0,0
2020-01-17,26,20,46.68,40.1,0,0,0
2020-01-17,8,13,60.68,63.55,0,0,0
2020-01-17,21,9,27.13,25.44,0,0,0
2020-01-18,28,43.5,90.45,87.45,0,0,1
2020-01-18,12,33.0,75.85,74.75,0,0,1
2020-01-18,25,27.0,58.27,59.18,0,0,1
2020-01-18,18,28.5,34.04,38.15,0,0,1
2020-01-18,17,52.5,70.71,69.61,0,0,1
2020-01-18,20,12.0,6.73,7.09,0,0,1
2020-01-18,23,13.5,24.99,21.88,0,0,1
2020-01-18,6,93.0,353.1,378.99,0,0,1
2020-01-18,4,30.0,57.84,57.34,0,0,1
2020-01-18,3,42.0,95.76,107.01,0,0,1
2020-01-18,21,10.5,23.43,24.3,0,0,1
2020-01-18,29,21.0,22.37,21.51,0,0,1
2020-01-18,5,37.5,24.84,20.47,0,0,1
2020-01-18,2,60.0,172.81,183.2,0,0,1
2020-01-18,8,19.5,55.74,48.3,0,0,1
2020-01-18,27,75.0,273.14,264.59,0,0,1
2020-01-18,11,69.0,155.9,166.39,0,0,1
2020-01-18,24,34.5,77.17,71.02,0,0,1
2020-01-18,1,45.0,199.8,177.03,0,0,1
2020-01-18,30,15.0,34.7,32.26,0,0,1
2020-01-18,7,39.0,52.48,47.07,0,0,1
2020-01-18,22,25.5,55.8,49.46,0,0,1
2020-01-18,15,25.5,52.4,55.96,0,0,1
2020-01-18,26,21.0,42.56,39.04,0,0,1
2020-01-18,9,45.0,94.47,97.09,0,0,1
2020-01-18,19,22.5,17.53,17.1,0,0,1
2020-01-18,13,15.0,43.55,40.62,0,0,1
2020-01-18,10,22.5,49.98,51.32,0,0,1
2020-01-18,16,25.5,58.2,50.51,0,0,1
2020-01-18,14,10.5,38.35,39.33,0,0,1
2020-01-19,16,25.5,62.32,52.95,0,0,1
2020-01-19,25,27.0,36.86,43.21,0,0,1
2020-01-19,24,22.5,77.2,72.26,0,0,1
2020-01-19,14,16.5,34.05,30.09,0,0,1
